,Filename,Eint_H2O,original_SMILES,CanonSMILES,Class_label,tail_atom_ids_r1,tail_atom_ids_r2
1169,NNNS,-0.28651,NNNS,NNNS,4,"(0, 1)","(2,)"
1170,C1_CC-_CC_C1C_CCN-O,-0.416864,C1=CC(=CC=C1C=CCN)O,NCC=Cc1ccc(O)cc1,5,"(0, 1)","(2,)"
1171,C1_CC-_CC_C1CCC_N-O,-0.336924,C1=CC(=CC=C1CCC=N)O,N=CCCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1172,C1_CC-_CC_C1CCCN-O,-0.304884,C1=CC(=CC=C1CCCN)O,NCCCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1173,C1_CC-_CC_C1C_CC_O-C-_O-O,-0.367654,C1=CC(=CC=C1C=CC=O)C(=O)O,O=CC=Cc1ccc(C(=O)O)cc1,5,"(8, 9)","(4, 5, 6, 7, 10, 11, 12)"
1174,C1_CC-_CC_C1C_CCO-C-_O-O,-0.334074,C1=CC(=CC=C1C=CCO)C(=O)O,O=C(O)c1ccc(C=CCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 6, 11, 12)"
1175,C1_CC-_CC_C1C_CC_O-O,-0.301954,C1=CC(=CC=C1C=CC=O)O,O=CC=Cc1ccc(O)cc1,5,"(0, 1)","(2,)"
1176,C1_CC-_CC_C1C_CCO-O,-0.238954,C1=CC(=CC=C1C=CCO)O,OCC=Cc1ccc(O)cc1,5,"(4, 5, 6, 7, 8, 9, 10)","(3,)"
1177,C1_CC-_CC_C1CC_CO-O,-0.238664,C1=CC(=CC=C1CC=CO)O,OC=CCc1ccc(O)cc1,5,"(4, 5, 6, 7, 8, 9, 10)","(3,)"
1178,C1_CC-_CC_C1CCCO-O,-0.204154,C1=CC(=CC=C1CCCO)O,OCCCc1ccc(O)cc1,5,"(4, 5, 6, 7, 8, 9, 10)","(3,)"
1179,C1_CC-_CC_C1C_CC-_O-O-C_O,-0.374294,C1=CC(=CC=C1C=CC(=O)O)C=O,O=Cc1ccc(C=CC(=O)O)cc1,5,"(8, 9)","(10, 7)"
1180,C1_CC-_CC_C1CCC-_O-O-C_O,-0.347594,C1=CC(=CC=C1CCC(=O)O)C=O,O=Cc1ccc(CCC(=O)O)cc1,5,"(8, 9)","(10, 7)"
1181,C1_CC-_CC_C1CCC-_O-O-NO,-0.352094,C1=CC(=CC=C1CCC(=O)O)NO,O=C(O)CCc1ccc(NO)cc1,5,"(0, 1)","(2, 3)"
1182,C1_CC-_CC_C1C_CC-_O-O-O,-0.326674,C1=CC(=CC=C1C=CC(=O)O)O,O=C(O)C=Cc1ccc(O)cc1,5,"(0, 1)","(2, 3)"
1183,C1_CC-_CC_C1CCC-_O-O-O,-0.317344,C1=CC(=CC=C1CCC(=O)O)O,O=C(O)CCc1ccc(O)cc1,5,"(0, 1)","(2, 3)"
1184,C1_CC-_CC_C1CCN-NO,-0.321004,C1=CC(=CC=C1CCN)NO,NCCc1ccc(NO)cc1,5,"(0, 1)","(2,)"
1185,C1_CC-_CC_C1CCNN-O,-0.286154,C1=CC(=CC=C1CCNN)O,NNCCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1186,C1_CC-_CC_C1C_CN-O,-0.264044,C1=CC(=CC=C1C=CN)O,NC=Cc1ccc(O)cc1,5,"(0, 1)","(2,)"
1188,C1_CC-_CC_C1CCN-O,-0.368984,C1=CC(=CC=C1CCN)O,NCCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1189,C1_CC-_CC_C1CCO-C_O,-0.203794,C1=CC(=CC=C1CCO)C=O,O=Cc1ccc(CCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1190,C1_CC-_CC_C1C_CO-C-_O-O,-0.322674,C1=CC(=CC=C1C=CO)C(=O)O,O=C(O)c1ccc(C=CO)cc1,5,"(0, 1)","(2, 3, 4, 5, 6, 10, 11)"
1192,C1_CC-_CC_C1CC_O-NC-_O-O,-0.354754,C1=CC(=CC=C1CC=O)NC(=O)O,O=CCc1ccc(NC(=O)O)cc1,5,"(8, 9)","(10, 7)"
1193,C1_CC-_CC_C1CCO-NO,-0.247294,C1=CC(=CC=C1CCO)NO,OCCc1ccc(NO)cc1,5,"(8, 7)","(3, 4, 5, 6, 9, 10)"
1194,C1_CC-_CC_C1C_CO-O,-0.294704,C1=CC(=CC=C1C=CO)O,OC=Cc1ccc(O)cc1,5,"(3, 4, 5, 6, 7, 8, 9)","(2,)"
1195,C1_CC-_CC_C1CC_O-O,-0.199024,C1=CC(=CC=C1CC=O)O,O=CCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1196,C1_CC-_CC_C1CCO-O,-0.187644,C1=CC(=CC=C1CCO)O,OCCc1ccc(O)cc1,5,"(3, 4, 5, 6, 7, 8, 9)","(2,)"
1197,C1_CC-_CC_C1CC-_O-O-CO,-0.460914,C1=CC(=CC=C1CC(=O)O)CO,O=C(O)Cc1ccc(CO)cc1,5,"(0, 1)","(2, 3)"
1198,C1_CC-_CC_C1CC-_O-O-C_O,-0.448074,C1=CC(=CC=C1CC(=O)O)C=O,O=Cc1ccc(CC(=O)O)cc1,5,"(8, 7)","(9, 6)"
1200,C1_CC-_CC_C1CC-_O-O-NO,-0.322014,C1=CC(=CC=C1CC(=O)O)NO,O=C(O)Cc1ccc(NO)cc1,5,"(0, 1)","(2, 3)"
1202,C1C_C-C_CC1_CC-_O-O-O,-0.300854,C1C=C(C=CC1=CC(=O)O)O,O=C(O)C=C1C=CC(O)=CC1,5,"(0, 1)","(2, 3)"
1203,C1_CC-_CC_C1CC-_O-O-OCO,-0.434234,C1=CC(=CC=C1CC(=O)O)OCO,O=C(O)Cc1ccc(OCO)cc1,5,"(0, 1)","(2, 3)"
1204,C1_CC-_CC_C1CNCC-_O-O-O,-0.381954,C1=CC(=CC=C1CNCC(=O)O)O,O=C(O)CNCc1ccc(O)cc1,5,"(0, 1)","(2, 3)"
1205,C1_CC-_CC_C1CN-C_NO,-0.372144,C1=CC(=CC=C1CN)C=NO,NCc1ccc(C=NO)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1206,C1_CC-_CC_C1CNCN-O,-0.373514,C1=CC(=CC=C1CNCN)O,NCNCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1207,C1_CC-_CC_C1CN-CO,-0.311404,C1=CC(=CC=C1CN)CO,NCc1ccc(CO)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1208,C1_CC-_CC_C1CN-C_O,-0.297684,C1=CC(=CC=C1CN)C=O,NCc1ccc(C=O)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1209,C1_CC-_CC_C1C_N-NC_O,-0.235644,C1=CC(=CC=C1C=N)NC=O,N=Cc1ccc(NC=O)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1210,C1_CC-_CC_C1CN-NC_O,-0.332874,C1=CC(=CC=C1CN)NC=O,NCc1ccc(NC=O)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1211,C1_CC-_CC_C1CNN-CO,-0.334684,C1=CC(=CC=C1CNN)CO,NNCc1ccc(CO)cc1,5,"(0, 1)","(2,)"
1212,C1_CC-_CC_C1CNN-C_O,-0.356334,C1=CC(=CC=C1CNN)C=O,NNCc1ccc(C=O)cc1,5,"(0, 1)","(2,)"
1213,C1_CC-_CC_C1CN-NNO,-0.400584,C1=CC(=CC=C1CN)NNO,NCc1ccc(NNO)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1214,C1_CC-_CC_C1C_N-NO,-0.234604,C1=CC(=CC=C1C=N)NO,N=Cc1ccc(NO)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1215,C1_CC-_CC_C1C_NN-O,-0.346724,C1=CC(=CC=C1C=NN)O,NN=Cc1ccc(O)cc1,5,"(0, 1)","(2,)"
1216,C1_CC-_CC_C1CN-NO,-0.363564,C1=CC(=CC=C1CN)NO,NCc1ccc(NO)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1217,C1_CC-_CC_C1CNN-O,-0.399334,C1=CC(=CC=C1CNN)O,NNCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1218,C1_CC-_CC_C1C_N-O,-0.223714,C1=CC(=CC=C1C=N)O,N=Cc1ccc(O)cc1,5,"(0, 1)","(2, 3, 4, 5, 7, 8)"
1219,C1_CC-_CC_C1CN-O,-0.309184,C1=CC(=CC=C1CN)O,NCc1ccc(O)cc1,5,"(0, 1)","(2, 3, 4, 5, 7, 8)"
1220,C1C_C-C_CC1_CN-O,-0.192584,C1C=C(C=CC1=CN)O,NC=C1C=CC(O)=CC1,5,"(0, 1)","(2, 3, 4, 5, 7, 8)"
1221,C1_CC-_CC_C1C_N-OCCO,-0.276494,C1=CC(=CC=C1C=N)OCCO,N=Cc1ccc(OCCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1222,C1_CC-_CC_C1CN-OCO,-0.335934,C1=CC(=CC=C1CN)OCO,NCc1ccc(OCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1223,C1_CC-_CC_C1C_NO-C-_O-O,-0.186584,C1=CC(=CC=C1C=NO)C(=O)O,O=C(O)c1ccc(C=NO)cc1,5,"(0, 1)","(2, 3, 4, 5, 6, 10, 11)"
1224,C1_CC-_CC_C1CNO-C-_O-O,-0.347794,C1=CC(=CC=C1CNO)C(=O)O,O=C(O)c1ccc(CNO)cc1,5,"(0, 1)","(2, 3, 4, 5, 6, 10, 11)"
1225,C1_CC-_CC_C1C_NON-O,-0.329764,C1=CC(=CC=C1C=NON)O,NON=Cc1ccc(O)cc1,5,"(0, 1)","(2,)"
1226,C1_CC-_CC_C1C_NO-O,-0.325524,C1=CC(=CC=C1C=NO)O,ON=Cc1ccc(O)cc1,5,"(3, 4, 5, 6, 7, 8, 9)","(2,)"
1227,C1_CC-_CC_C1CN-OO,-0.395624,C1=CC(=CC=C1CN)OO,NCc1ccc(OO)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1228,C1_CC-_CC_C1CNO-O,-0.229284,C1=CC(=CC=C1CNO)O,ONCc1ccc(O)cc1,5,"(3, 4, 5, 6, 7, 8, 9)","(2,)"
1229,C1_CC-_CC_C1CO-C_CC-_O-O,-0.305274,C1=CC(=CC=C1CO)C=CC(=O)O,O=C(O)C=Cc1ccc(CO)cc1,5,"(0, 1)","(2, 3)"
1230,C1_CC-_CC_C1CO-C_NO,-0.167034,C1=CC(=CC=C1CO)C=NO,OCc1ccc(C=NO)cc1,5,"(8, 7)","(6,)"
1231,C1_CC-_CC_C1COCN-O,-0.195174,C1=CC(=CC=C1COCN)O,NCOCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1232,C1_CC-_CC_C1CO-CO,-0.364974,C1=CC(=CC=C1CO)CO,OCc1ccc(CO)cc1,5,"(6, 7)","(2, 3, 4, 5, 8, 9)"
1233,C1_CC-_CC_C1CO-C_O,-0.213224,C1=CC(=CC=C1CO)C=O,O=Cc1ccc(CO)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1234,C1_CC-_CC_C1C_O-C-_O-O,-0.359154,C1=CC(=CC=C1C=O)C(=O)O,O=Cc1ccc(C(=O)O)cc1,5,"(6, 7)","(2, 3, 4, 5, 8, 9, 10)"
1235,C1_CC-_CC_C1CO-C-_O-O,-0.326294,C1=CC(=CC=C1CO)C(=O)O,O=C(O)c1ccc(CO)cc1,5,"(0, 1)","(2, 3, 4, 5, 6, 9, 10)"
1236,C1_CC-_CC_C1COC-_O-O-O,-0.549764,C1=CC(=CC=C1COC(=O)O)O,O=C(O)OCc1ccc(O)cc1,5,"(0, 1)","(2, 3)"
1237,C1_CC-_CC_C1C_O-NCC-_O-O,-0.407454,C1=CC(=CC=C1C=O)NCC(=O)O,O=Cc1ccc(NCC(=O)O)cc1,5,"(8, 9)","(10, 7)"
1238,C1_CC-_CC_C1CO-NCC-_O-O,-0.407274,C1=CC(=CC=C1CO)NCC(=O)O,O=C(O)CNc1ccc(CO)cc1,5,"(0, 1)","(2, 3)"
1239,C1_CC-_CC_C1C_O-NCO,-0.239034,C1=CC(=CC=C1C=O)NCO,O=Cc1ccc(NCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1240,C1_CC-_CC_C1C_O-NC_O,-0.275824,C1=CC(=CC=C1C=O)NC=O,O=CNc1ccc(C=O)cc1,5,"(0, 1)","(2,)"
1241,C1_CC-_CC_C1CO-NCO,-0.346494,C1=CC(=CC=C1CO)NCO,OCNc1ccc(CO)cc1,5,"(0, 1)","(2,)"
1242,C1_CC-_CC_C1CO-NC_O,-0.339254,C1=CC(=CC=C1CO)NC=O,O=CNc1ccc(CO)cc1,5,"(0, 1)","(2,)"
1243,C1_CC-_CC_C1CON-C_O,-0.251284,C1=CC(=CC=C1CON)C=O,NOCc1ccc(C=O)cc1,5,"(0, 1)","(2,)"
1244,C1_CC-_CC_C1C_O-NC-_O-O,-0.483014,C1=CC(=CC=C1C=O)NC(=O)O,O=Cc1ccc(NC(=O)O)cc1,5,"(8, 7)","(9, 6)"
1245,C1_CC-_CC_C1CO-NC-_O-O,-0.435414,C1=CC(=CC=C1CO)NC(=O)O,O=C(O)Nc1ccc(CO)cc1,5,"(0, 1)","(2, 3)"
1246,C1_CC-_CC_C1CON-NO,-0.265044,C1=CC(=CC=C1CON)NO,NOCc1ccc(NO)cc1,5,"(0, 1)","(2,)"
1247,C1_CC-_CC_C1C_O-NO,-0.323954,C1=CC(=CC=C1C=O)NO,O=Cc1ccc(NO)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1248,C1_CC-_CC_C1CO-NO,-0.321434,C1=CC(=CC=C1CO)NO,OCc1ccc(NO)cc1,5,"(6, 7)","(2, 3, 4, 5, 8, 9)"
1249,C1_CC-_CC_C1CON-O,-0.311584,C1=CC(=CC=C1CON)O,NOCc1ccc(O)cc1,5,"(0, 1)","(2,)"
1250,C1_CC-_CC_C1C_O-O,-0.36995,C1=CC(=CC=C1C=O)O,O=Cc1ccc(O)cc1,5,"(0, 1)","(2, 3, 4, 5, 7, 8)"
1251,C1_CC-_CC_C1CO-O,-0.354194,C1=CC(=CC=C1CO)O,OCc1ccc(O)cc1,5,"(2, 3, 4, 5, 6, 7, 8)","(1,)"
1252,C1C_C-C_CC1_CO-O,-0.181274,C1C=C(C=CC1=CO)O,OC=C1C=CC(O)=CC1,5,"(2, 3, 4, 5, 6, 7, 8)","(1,)"
1253,C1_CC-_CC_C1C_O-OCC-_O-O,-0.425254,C1=CC(=CC=C1C=O)OCC(=O)O,O=Cc1ccc(OCC(=O)O)cc1,5,"(8, 9)","(10, 7)"
1254,C1_CC-_CC_C1CO-OCC-_O-O,-0.362824,C1=CC(=CC=C1CO)OCC(=O)O,O=C(O)COc1ccc(CO)cc1,5,"(0, 1)","(2, 3)"
1255,C1_CC-_CC_C1C_O-OCO,-0.311924,C1=CC(=CC=C1C=O)OCO,O=Cc1ccc(OCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1256,C1_CC-_CC_C1COO-C_O,-0.306454,C1=CC(=CC=C1COO)C=O,O=Cc1ccc(COO)cc1,5,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1257,C1_CC-_CC_C1C_O-OC-_O-O,-0.565474,C1=CC(=CC=C1C=O)OC(=O)O,O=Cc1ccc(OC(=O)O)cc1,5,"(8, 7)","(9, 6)"
1258,C1_CC-_CC_C1CO-OC-_O-O,-0.551004,C1=CC(=CC=C1CO)OC(=O)O,O=C(O)Oc1ccc(CO)cc1,5,"(0, 1)","(2, 3)"
1259,C1_CC-_CC_C1C-_O-O-NCCO,-0.214544,C1=CC(=CC=C1C(=O)O)NCCO,O=C(O)c1ccc(NCCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 6, 11, 12)"
1260,C1_CC-_CC_C1C-_O-O-N_CC_O,-0.340814,C1=CC(=CC=C1C(=O)O)N=CC=O,O=CC=Nc1ccc(C(=O)O)cc1,5,"(8, 9)","(4, 5, 6, 7, 10, 11, 12)"
1261,C1_CC-_CC_C1C-_O-O-NCC_O,-0.139394,C1=CC(=CC=C1C(=O)O)NCC=O,O=CCNc1ccc(C(=O)O)cc1,5,"(8, 9)","(4, 5, 6, 7, 10, 11, 12)"
1262,C1_CC-_CC_C1C-_O-O-NCO,-0.230634,C1=CC(=CC=C1C(=O)O)NCO,O=C(O)c1ccc(NCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 6, 10, 11)"
1263,C1_CC-_CC_C1C-_O-O-NC_O,-0.213144,C1=CC(=CC=C1C(=O)O)NC=O,O=CNc1ccc(C(=O)O)cc1,5,"(8, 7)","(3, 4, 5, 6, 9, 10, 11)"
1264,C1_CC-_CC_C1C-_O-O-NNC_O,-0.306324,C1=CC(=CC=C1C(=O)O)NNC=O,O=CNNc1ccc(C(=O)O)cc1,5,"(8, 9)","(4, 5, 6, 7, 10, 11, 12)"
1265,C1_CC-_CC_C1C-_O-O-NO,-0.209174,C1=CC(=CC=C1C(=O)O)NO,O=C(O)c1ccc(NO)cc1,5,"(0, 1)","(2, 3, 4, 5, 6, 9, 10)"
1267,C1_CC-_CC_C1C-_O-O-OCCO,-0.206854,C1=CC(=CC=C1C(=O)O)OCCO,O=C(O)c1ccc(OCCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 6, 11, 12)"
1268,C1_CC-_CC_C1C-_O-O-OCC_O,-0.211004,C1=CC(=CC=C1C(=O)O)OCC=O,O=CCOc1ccc(C(=O)O)cc1,5,"(8, 9)","(4, 5, 6, 7, 10, 11, 12)"
1269,C1_CC-_CC_C1C-_O-O-OCO,-0.216484,C1=CC(=CC=C1C(=O)O)OCO,O=C(O)c1ccc(OCO)cc1,5,"(0, 1)","(2, 3, 4, 5, 6, 10, 11)"
1270,C1_CC-_CC_C1NC_CC-_O-O-O,-0.288494,C1=CC(=CC=C1NC=CC(=O)O)O,O=C(O)C=CNc1ccc(O)cc1,5,"(0, 1)","(2, 3)"
1271,C1_CC-_CC_C1NCCC-_O-O-O,-0.320894,C1=CC(=CC=C1NCCC(=O)O)O,O=C(O)CCNc1ccc(O)cc1,5,"(0, 1)","(2, 3)"
1272,C1_CC-_CC_C1NCCN-O,-0.303364,C1=CC(=CC=C1NCCN)O,NCCNc1ccc(O)cc1,5,"(0, 1)","(2,)"
1273,C1_CC-_CC_C1NCC_O-O,-0.196354,C1=CC(=CC=C1NCC=O)O,O=CCNc1ccc(O)cc1,5,"(0, 1)","(2,)"
1274,C1_CC-_CC_C1NCCO-O,-0.193504,C1=CC(=CC=C1NCCO)O,OCCNc1ccc(O)cc1,5,"(4, 5, 6, 7, 8, 9, 10)","(3,)"
1275,C1_CC-_CC_C1NCC-_O-O-O,-0.382734,C1=CC(=CC=C1NCC(=O)O)O,O=C(O)CNc1ccc(O)cc1,5,"(0, 1)","(2, 3)"
1276,C1_CC-_CC_C1N_CN_CN-O,-0.141854,C1=CC(=CC=C1N=CN=CN)O,NC=NC=Nc1ccc(O)cc1,5,"(0, 1)","(2,)"
1277,C1_CC-_CC_C1N_CN-O,-0.255174,C1=CC(=CC=C1N=CN)O,NC=Nc1ccc(O)cc1,5,"(0, 1)","(2,)"
1278,C1_CC-_CC_C1NCN-O,-0.408634,C1=CC(=CC=C1NCN)O,NCNc1ccc(O)cc1,5,"(0, 1)","(2,)"
1279,C1_CC-_CC_C1NC_O-NC-_O-O,-0.341174,C1=CC(=CC=C1NC=O)NC(=O)O,O=CNc1ccc(NC(=O)O)cc1,5,"(8, 9)","(10, 7)"
1280,C1_CC-_CC_C1NC_O-NO,-0.317614,C1=CC(=CC=C1NC=O)NO,O=CNc1ccc(NO)cc1,5,"(0, 1)","(2,)"
1281,C1_CC-_CC_C1NC_O-O,-0.201454,C1=CC(=CC=C1NC=O)O,O=CNc1ccc(O)cc1,5,"(0, 1)","(2,)"
1282,C1_CC-_CC_C1NCO-O,-0.099334,C1=CC(=CC=C1NCO)O,OCNc1ccc(O)cc1,5,"(3, 4, 5, 6, 7, 8, 9)","(2,)"
1283,C1_CC-_CC_C1NC-_O-O-O,-0.395954,C1=CC(=CC=C1NC(=O)O)O,O=C(O)Nc1ccc(O)cc1,5,"(0, 1)","(2, 3)"
1284,C1_CC-_CC_C1N-NCCO,-0.273584,C1=CC(=CC=C1N)NCCO,Nc1ccc(NCCO)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1285,C1_CC-_CC_C1N-N_CCO,-0.202534,C1=CC(=CC=C1N)N=CCO,Nc1ccc(N=CCO)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1286,C1_CC-_CC_C1N-NCC_O,-0.272444,C1=CC(=CC=C1N)NCC=O,Nc1ccc(NCC=O)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1287,C1_CC-_CC_C1N-NCO,-0.162694,C1=CC(=CC=C1N)NCO,Nc1ccc(NCO)cc1,5,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
1288,C1_CC-_CC_C1N-NC_O,-0.239284,C1=CC(=CC=C1N)NC=O,Nc1ccc(NC=O)cc1,5,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
1289,C1_CC-_CC_C1N-NNC_O,-0.251964,C1=CC(=CC=C1N)NNC=O,Nc1ccc(NNC=O)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1290,C1_CC-_CC_C1N_NN-O,-0.177594,C1=CC(=CC=C1N=NN)O,NN=Nc1ccc(O)cc1,5,"(0, 1)","(2,)"
1291,C1_CC-_CC_C1NN-N_O,-0.161244,C1=CC(=CC=C1NN)N=O,NNc1ccc(N=O)cc1,5,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1292,C1_CC-_CC_C1N-NO,-0.241244,C1=CC(=CC=C1N)NO,Nc1ccc(NO)cc1,5,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
1293,C1_CC-_CC_C1NN-O,-0.258184,C1=CC(=CC=C1NN)O,NNc1ccc(O)cc1,5,"(0, 1)","(2, 3, 4, 5, 7, 8)"
1294,C1_CC-_CC_C1N-OCCO,-0.255124,C1=CC(=CC=C1N)OCCO,Nc1ccc(OCCO)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1295,C1_CC-_CC_C1N-OCO,-0.252234,C1=CC(=CC=C1N)OCO,Nc1ccc(OCO)cc1,5,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
1296,C1_CC-_CC_C1N-OC_O,-0.203494,C1=CC(=CC=C1N)OC=O,Nc1ccc(OC=O)cc1,5,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
1297,C1_CC-_CC_C1NO-NO,-0.276314,C1=CC(=CC=C1NO)NO,ONc1ccc(NO)cc1,5,"(6, 7)","(2, 3, 4, 5, 8, 9)"
1298,C1_CC-_CC_C1N-OO,-0.293576,C1=CC(=CC=C1N)OO,Nc1ccc(OO)cc1,5,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
1299,C1_CC-_CC_C1NO-O,-0.181134,C1=CC(=CC=C1NO)O,ONc1ccc(O)cc1,5,"(2, 3, 4, 5, 6, 7, 8)","(1,)"
1300,C1_CC-_CC_C1O-OC_CC-_O-O,-0.332994,C1=CC(=CC=C1O)OC=CC(=O)O,O=C(O)C=COc1ccc(O)cc1,5,"(0, 1)","(2, 3)"
1301,C1_CC-_CC_C1O-OCCC-_O-O,-0.355914,C1=CC(=CC=C1O)OCCC(=O)O,O=C(O)CCOc1ccc(O)cc1,5,"(0, 1)","(2, 3)"
1302,C1_CC-_CC_C1O-OCCO,-0.215524,C1=CC(=CC=C1O)OCCO,OCCOc1ccc(O)cc1,5,"(0, 1)","(2,)"
1303,C1_CC-_CC_C1O-OCC_O,-0.238544,C1=CC(=CC=C1O)OCC=O,O=CCOc1ccc(O)cc1,5,"(0, 1)","(2,)"
1305,C1_CC-_CC_C1O-OCNC-_O-O,-0.566784,C1=CC(=CC=C1O)OCNC(=O)O,O=C(O)NCOc1ccc(O)cc1,5,"(0, 1)","(2, 3)"
1306,C1_CC-_CC_C1O-OCO,-0.199664,C1=CC(=CC=C1O)OCO,OCOc1ccc(O)cc1,5,"(0, 1)","(2,)"
1309,C1_CC-_CC_C1O-OOCC-_O-O,-0.350954,C1=CC(=CC=C1O)OOCC(=O)O,O=C(O)COOc1ccc(O)cc1,5,"(0, 1)","(2, 3)"
1310,CC1_CC_C-C_C1-CCCO,-0.025744,CC1=CC=C(C=C1)CCCO,Cc1ccc(CCCO)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1311,CC1_CC_C-C_C1-C_CCO,-0.057314,CC1=CC=C(C=C1)C=CCO,Cc1ccc(C=CCO)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1312,CC1_CC_C-C_C1-C_CC_O,-0.076314,CC1=CC=C(C=C1)C=CC=O,Cc1ccc(C=CC=O)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1313,CC1_CC_C-C_C1-CCO,-0.018214,CC1=CC=C(C=C1)CCO,Cc1ccc(CCO)cc1,5,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
1314,CC1_CC_C-C_C1-C_CO,-0.018184,CC1=CC=C(C=C1)C=CO,Cc1ccc(C=CO)cc1,5,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
1316,CC1_CC_C-C_C1-CNCO,-0.034844,CC1=CC=C(C=C1)CNCO,Cc1ccc(CNCO)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1317,CC1_CC_C-C_C1-CNO,-0.096624,CC1=CC=C(C=C1)CNO,Cc1ccc(CNO)cc1,5,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
1318,CC1_CC_C-C_C1-C_NO,-0.015364,CC1=CC=C(C=C1)C=NO,Cc1ccc(C=NO)cc1,5,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
1319,CC1_CC_C-C_C1-CO,-0.027664,CC1=CC=C(C=C1)CO,Cc1ccc(CO)cc1,5,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
1320,CC1_CC_C-C_C1-C_O,-0.063754,CC1=CC=C(C=C1)C=O,Cc1ccc(C=O)cc1,5,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
1322,CC1_CC_C-C_C1-NCCO,-0.045814,CC1=CC=C(C=C1)NCCO,Cc1ccc(NCCO)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1323,CC1_CC_C-C_C1-N_CC_O,-0.049374,CC1=CC=C(C=C1)N=CC=O,Cc1ccc(N=CC=O)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1324,CC1_CC_C-C_C1-NCC_O,-0.036964,CC1=CC=C(C=C1)NCC=O,Cc1ccc(NCC=O)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
1325,CC1_CC_C-C_C1-NCO,-0.041384,CC1=CC=C(C=C1)NCO,Cc1ccc(NCO)cc1,5,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
1326,CC1_CC_C-C_C1-NC_O,-0.053244,CC1=CC=C(C=C1)NC=O,Cc1ccc(NC=O)cc1,5,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
1327,CC1_CC_C-C_C1-NO,-0.032694,CC1=CC=C(C=C1)NO,Cc1ccc(NO)cc1,5,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
1328,CC1_CC_C-C_C1-OCCO,-0.026754,CC1=CC=C(C=C1)OCCO,Cc1ccc(OCCO)cc1,5,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
